Sample	Family ID	Population	Population Description	Gender	Relationship	Unexpected Parent/Child 	Non Paternity	Siblings	Grandparents	Avuncular	Half Siblings	Unknown Second Order	Third Order	Other Comments
HG03770	IT016	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03771	IT016	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03772	IT004	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03773	IT004	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03774	IT020	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03775	IT020	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03777	IT022	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03778	IT21	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03779	IT019	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03780	IT039	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03781	IT018	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03782	IT029	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03783	IT029	ITU	Indian Telugu in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03784	IT023	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03785	IT024	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03786	IT023	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03787	IT027	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03788	IT028	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03789	IT028	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03790	IT025	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03792	IT026	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03793	BD15	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03794	BD15	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03795	BD15	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03796	BD16	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03797	BD16	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03798	BD16	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03799	BD17	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03800	BD17	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03801	BD17	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03802	BD18	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03803	BD18	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03804	BD18	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03805	BD19	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03806	BD19	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03807	BD19	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03808	BD20	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03809	BD20	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03811	BD21	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03812	HG03812	BEB	Bengali in Bangladesh	male	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03813	BD21	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03814	BD22	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03815	BD22	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03816	BD22	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03817	BD23	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03821	BD24	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03822	BD24	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03823	BD25	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03824	BD25	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03825	BD25	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03826	BD26	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03829	BD27	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03830	BD27	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03831	BD27	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03832	BD28	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03833	BD28	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03834	BD28	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03835	ST024	STU	Sri Lankan Tamil in the UK	female	Child2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03836	ST074	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03837	ST079	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03838	ST078	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03840	ST024	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03842	ST075	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03844	ST075	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03845	ST081	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03846	ST080	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03847	ST083	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03848	ST084	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03849	ST082	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03850	ST082	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03851	ST089	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03854	ST094	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03856	ST092	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03857	ST091	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03858	ST090	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03861	IT032	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03862	IT035	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03863	IT033	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03864	IT034	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03866	IT030	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03867	IT038	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03868	IT5	ITU	Indian Telugu in the UK	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03869	IT035	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03870	IT037	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03871	HG03871	ITU	Indian Telugu in the UK	male	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03872	IT036	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03873	IT030	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03874	IT006	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03875	IT40	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03876	IT006	ITU	Indian Telugu in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03879	IT006	ITU	Indian Telugu in the UK	male	Child2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03882	IT039a	ITU	Indian Telugu in the UK	female	wife of child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03884	ST039	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03885	ST016	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03886	ST016	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03887	ST106	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03888	ST050	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03890	ST110	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03894	ST111	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03895	ST107	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03896	ST111	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03897	ST115	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03898	ST114	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03899	ST114	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03900	ST115	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03901	BD29	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03902	HG03902	BEB	Bengali in Bangladesh	male	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03903	BD29	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03904	BD30	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03905	BD30	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03906	BD30	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03907	BD31	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03908	BD31	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03909	BD31	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03910	BD32	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03911	BD32	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03913	BD33	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03914	BD33	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03915	BD33	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03916	HG03916	BEB	Bengali in Bangladesh	female	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03917	BD34	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03919	BD35	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03920	BD35	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03922	BD36	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03924	BD36	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03925	BD37	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03926	BD37	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03927	BD37	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03928	BD38	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03929	BD38	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03930	BD38	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03931	BD39	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03934	BD40	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03937	BD41	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03939	BD41	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03940	BD42	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03941	BD42	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03942	BD42	BEB	Bengali in Bangladesh	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03943	ST116	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03944	ST116	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03945	ST117	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03947	ST118	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03948	ST010	STU	Sri Lankan Tamil in the UK	female	Child2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03949	ST123	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03950	ST090	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03951	ST013	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03953	ST122	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03955	ST119	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03960	IT044	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03963	IT042	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03965	IT45	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03967	IT51	ITU	Indian Telugu in the UK	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03968	IT046	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03969	IT046	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03971	IT048	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03972	IT049	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03973	IT050	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03974	IT049	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03976	IT050	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03977	IT047	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03978	IT047	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03982	ST091	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03985	ST144	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03986	ST106	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03988	ST145	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03989	ST145	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03990	ST142	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03991	ST143	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03992	ST116	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03995	ST021	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03998	ST147	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG03999	ST007	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04001	IT053	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04002	IT053	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04003	ST152	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04006	ST078	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04014	IT059	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04015	IT060	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04017	IT061	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04018	IT007	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04019	IT056	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04020	IT059	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04022	IT062	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04023	IT058	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04024	IT056	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04025	IT058	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04026	IT061	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04029	ST154	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04033	ST076	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04035	ST094	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04036	ST116	STU	Sri Lankan Tamil in the UK	female	Child2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04037	ST169	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04038	ST170	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04039	ST172	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04040	ST010	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04042	ST171	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04047	ST173	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04050	IT177	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04053	IT178	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04054	IT180	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04055	IT179	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04056	IT180	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04058	IT184	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04059	IT184	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04060	IT183	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04061	IT182	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04062	IT182	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04063	IT183	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04067	ST116	STU	Sri Lankan Tamil in the UK	female	maternal grandmother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04070	IT45	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04075	ST190	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04076	IT191	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04080	IT194	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04090	IT199	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04093	IT199	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04094	IT201	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04096	IT202	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04098	IT205	ITU	Indian Telugu in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04099	ST203	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04100	ST203	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04106	ST176	STU	Sri Lankan Tamil in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04107	ST176	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04114	ST120	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04115	ST111	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04118	IT214	ITU	Indian Telugu in the UK	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04122	ST190	STU	Sri Lankan Tamil in the UK	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04127	ST190	STU	Sri Lankan Tamil in the UK	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04128	BD43	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04131	BD44	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04132	BD44	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04133	BD44	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04134	BD45	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04135	BD45	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04136	BD45	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04140	BD47	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04141	BD47	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04142	BD47	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04144	BD48	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04146	BD49	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04147	BD49	BEB	Bengali in Bangladesh	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04148	BD49	BEB	Bengali in Bangladesh	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
HG04149	BD50	BEB	Bengali in Bangladesh	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
